time,power,temp,humidity,light,CO2,dust
"2015-08-02 05:13:01",0,31,43,0,946,18.73
"2015-08-02 05:13:31",0,31,43,0,941,17.53
"2015-08-02 05:14:01",0,31,43,0,944,12.87
"2015-08-02 05:14:31",0,31,43,0,941,10.97
"2015-08-02 05:15:01",0,31,43,0,944,19.47
"2015-08-02 05:15:31",0,31,43,0,941,7.26
"2015-08-02 05:16:01",0,31,43,0,941,10.12
"2015-08-02 05:16:31",0,31,43,0,941,7.72
"2015-08-02 05:17:01",0,31,43,0,941,7.83
"2015-08-02 05:17:32",0,31,43,0,941,17.6
"2015-08-02 05:18:02",0,31,43,0,941,16.4
"2015-08-02 05:18:32",0,31,43,0,941,12.87
"2015-08-02 05:19:02",0,31,43,0,941,16.19
"2015-08-02 05:19:32",0,31,43,0,931,12.87
"2015-08-02 05:20:02",0,31,43,0,941,9.34
"2015-08-02 05:20:32",0,31,43,0,939,14.6
"2015-08-02 05:21:02",0,31,43,0,939,7.47
"2015-08-02 05:21:32",0,31,43,0,939,9.45
"2015-08-02 05:22:03",0,31,43,0,939,8.71
"2015-08-02 05:22:33",0,31,43,0,939,14.11
"2015-08-02 05:23:03",0,31,43,0,939,12.41
"2015-08-02 05:23:33",0,31,43,0,939,14.5
"2015-08-02 05:24:03",0,31,43,0,937,16.15
"2015-08-02 05:24:33",0,31,43,0,939,16.65
"2015-08-02 05:25:03",0,31,43,0,937,36.93
"2015-08-02 05:25:33",0,31,43,0,937,24.94
"2015-08-02 05:26:03",0,31,43,0,934,9.84
"2015-08-02 05:26:34",0,31,43,0,937,11.92
"2015-08-02 05:27:04",0,31,43,0,937,13.93
"2015-08-02 05:27:34",0,31,43,0,937,14.57
"2015-08-02 05:28:04",0,31,43,0,934,20.7
"2015-08-02 05:28:34",0,31,43,0,932,19.15
"2015-08-02 05:29:04",0,31,42,0,934,18.38
"2015-08-02 05:29:34",0,31,42,0,929,5.08
"2015-08-02 05:30:04",0,31,42,0,929,16.08
"2015-08-02 05:30:34",0,31,42,0,929,18.66
"2015-08-02 05:31:05",0,31,42,0,939,12.17
"2015-08-02 05:31:35",0,31,42,0,939,12.7
"2015-08-02 05:32:05",0,31,42,0,932,8.64
"2015-08-02 05:32:35",0,31,42,0,932,8.36
"2015-08-02 05:33:05",0,31,42,0,932,8.64
"2015-08-02 05:33:35",0,31,42,0,929,5.22
"2015-08-02 05:34:05",0,31,43,0,932,12.87
"2015-08-02 05:34:35",0,31,43,0,932,19.75
"2015-08-02 05:35:05",0,31,42,0,929,11.18
"2015-08-02 05:35:36",0,31,43,0,922,17.11
"2015-08-02 05:36:06",0,31,43,0,922,14.07
"2015-08-02 05:36:36",0,31,43,0,929,4.93
"2015-08-02 05:37:06",0,31,43,0,932,17.42
"2015-08-02 05:37:36",0,31,43,0,932,13.65
"2015-08-02 05:38:06",0,31,43,0,932,14.11
"2015-08-02 05:38:36",0,31,43,0,929,19.54
"2015-08-02 05:39:06",0,31,43,0,929,15.98
"2015-08-02 05:39:37",0,31,43,0,934,16.54
"2015-08-02 05:40:07",0,31,43,0,934,19.15
"2015-08-02 05:40:37",0,31,43,0,932,5.64
"2015-08-02 05:41:07",0,31,43,0,934,5.89
"2015-08-02 05:41:37",0,31,43,0,932,12.48
"2015-08-02 05:42:07",0,31,43,0,934,16.72
"2015-08-02 05:42:37",0,31,43,0,934,16.19
"2015-08-02 05:43:07",0,31,43,0,934,17.32
"2015-08-02 05:43:37",0,31,43,0,932,11.14
"2015-08-02 05:44:08",0,31,43,0,932,14.32
"2015-08-02 05:44:38",0,31,43,0,932,12.27
"2015-08-02 05:45:08",0,31,43,0,934,28.08
"2015-08-02 05:45:38",0,31,43,0,932,25.33
"2015-08-02 05:46:08",0,31,43,0,932,25.82
"2015-08-02 05:46:38",0,31,43,0,932,12.94
"2015-08-02 05:47:08",0,31,43,0,932,17.35
"2015-08-02 05:47:38",0,31,43,0,929,14.81
"2015-08-02 05:48:08",0,31,42,0,939,16.36
"2015-08-02 05:48:39",0,31,43,0,927,5.08
"2015-08-02 05:49:09",0,31,42,0,927,17.92
"2015-08-02 05:49:39",0,31,43,0,929,13.58
"2015-08-02 05:50:09",0,31,43,0,927,14.57
"2015-08-02 05:50:39",0,31,43,0,927,21.06
"2015-08-02 05:51:09",0,31,43,0,929,21.23
"2015-08-02 05:51:39",0,31,43,0,925,5.6
"2015-08-02 05:52:09",0,31,43,0,929,15.38
"2015-08-02 05:52:39",0,31,43,0,929,8.14
"2015-08-02 05:53:10",0,31,43,0,929,5.78
"2015-08-02 05:53:40",0,31,43,0,927,6.2
"2015-08-02 05:54:10",0,31,43,0,929,17.04
"2015-08-02 05:54:40",0,31,43,0,927,13.68
"2015-08-02 05:55:10",0,31,43,0,927,19.61
"2015-08-02 05:55:40",0,31,43,0,927,18.2
"2015-08-02 05:56:10",0,31,43,0,927,16.54
"2015-08-02 05:56:40",0,31,43,0,929,19.43
"2015-08-02 05:57:10",0,31,43,0,929,22.75
"2015-08-02 05:57:41",0,31,43,0,929,24.41
"2015-08-02 05:58:11",0,31,43,0,929,16.33
"2015-08-02 05:58:41",0,31,43,0,929,21.3
"2015-08-02 05:59:11",0,31,43,0,929,25.11
"2015-08-02 05:59:41",0,31,43,0,927,18.23
"2015-08-02 06:00:11",0,31,43,0,932,10.4
"2015-08-02 06:00:41",0,31,43,0,929,7.19
"2015-08-02 06:01:11",0,31,43,0,932,13.08
"2015-08-02 06:01:41",0,31,43,0,929,14.99
"2015-08-02 06:02:12",0,31,43,0,927,15.91
"2015-08-02 06:02:42",0,31,43,0,927,10.19
"2015-08-02 06:03:12",0,31,43,0,929,16.61
"2015-08-02 06:03:42",0,31,43,0,929,16.65
"2015-08-02 06:04:12",0,31,43,0,927,20.32
"2015-08-02 06:04:42",0,31,43,0,927,16.44
"2015-08-02 06:05:12",0,31,43,0,925,10.97
"2015-08-02 06:05:42",0,31,43,0,925,11.11
"2015-08-02 06:06:12",0,31,43,0,922,11.78
"2015-08-02 06:06:43",0,31,43,0,925,16.05
"2015-08-02 06:07:13",0,31,42,0,925,11.78
"2015-08-02 06:07:43",0,31,43,0,925,10.76
"2015-08-02 06:08:13",0,31,43,0,925,21.37
"2015-08-02 06:08:43",0,31,43,0,927,16.12
"2015-08-02 06:09:13",0,31,43,0,925,18.91
"2015-08-02 06:09:43",0,31,43,0,927,20.77
"2015-08-02 06:10:13",0,31,43,0,925,15.34
"2015-08-02 06:10:43",0,31,43,0,927,17.21
"2015-08-02 06:11:14",0,31,43,0,927,17.46
"2015-08-02 06:11:44",0,31,43,0,927,8.25
"2015-08-02 06:12:14",0,31,43,0,927,18.27
"2015-08-02 06:12:44",0,31,43,0,927,8.36
"2015-08-02 06:13:14",0,31,43,0,925,17.74
"2015-08-02 06:13:44",0,31,43,0,925,18.16
"2015-08-02 06:14:14",0,31,43,0,927,17.46
"2015-08-02 06:14:44",0,31,43,0,927,12.59
"2015-08-02 06:15:14",0,31,43,0,927,8.57
"2015-08-02 06:15:45",0,31,43,0,925,13.19
"2015-08-02 06:16:15",0,31,43,0,927,10.33
"2015-08-02 06:16:45",0,31,43,0,927,15.8
"2015-08-02 06:17:15",0,31,43,0,927,11.71
"2015-08-02 06:17:45",0,31,43,0,927,13.54
"2015-08-02 06:18:15",0,31,43,0,927,21.09
"2015-08-02 06:18:45",0,31,43,0,927,18.87
"2015-08-02 06:19:15",0,31,43,0,927,14.74
"2015-08-02 06:19:45",0,31,43,0,927,13.58
"2015-08-02 06:20:16",0,31,43,0,929,8.32
"2015-08-02 06:20:46",0,31,43,0,927,7.47
"2015-08-02 06:21:16",0,31,43,0,925,19.05
"2015-08-02 06:21:46",0,31,43,0,927,10.09
"2015-08-02 06:22:16",0,31,43,0,922,8.36
"2015-08-02 06:22:46",0,31,43,0,925,8.85
"2015-08-02 06:23:16",0,31,43,0,925,18.52
"2015-08-02 06:23:46",0,31,42,0,925,20.03
"2015-08-02 06:24:16",0,31,42,0,917,15.62
"2015-08-02 06:24:47",0,31,42,0,917,17.88
"2015-08-02 06:25:17",0,31,42,0,915,21.02
"2015-08-02 06:25:47",0,31,42,0,915,13.86
"2015-08-02 06:26:17",0,31,43,0,915,15.13
"2015-08-02 06:26:47",0,31,43,0,915,9.34
"2015-08-02 06:27:17",0,31,43,0,915,30.94
"2015-08-02 06:27:47",0,31,43,0,917,19.12
"2015-08-02 06:28:17",0,31,43,0,917,10.19
"2015-08-02 06:28:47",0,31,43,0,913,17.25
"2015-08-02 06:29:18",0,31,43,0,915,18.06
"2015-08-02 06:29:48",0,31,43,0,915,13.19
"2015-08-02 06:30:18",0,31,43,0,913,8.67
"2015-08-02 06:30:48",0,31,43,0,913,22.79
"2015-08-02 06:31:18",0,31,43,0,915,10.97
"2015-08-02 06:31:48",0,31,43,0,913,9.2
"2015-08-02 06:32:18",0,31,43,0,910,13.54
"2015-08-02 06:32:48",0,31,42,0,913,19.5
"2015-08-02 06:33:18",0,31,42,0,913,9.41
"2015-08-02 06:33:49",0,31,42,0,910,15.09
"2015-08-02 06:34:19",0,31,42,0,913,25.29
"2015-08-02 06:34:49",0,31,42,0,913,9.27
"2015-08-02 06:35:19",0,31,42,0,910,11.85
"2015-08-02 06:35:49",0,31,43,0,908,17.11
"2015-08-02 06:36:19",0,31,42,0,910,14.18
"2015-08-02 06:36:49",0,31,42,0,905,16.05
"2015-08-02 06:37:19",0,31,42,0,908,8.78
"2015-08-02 06:37:49",0,31,42,0,905,12.06
"2015-08-02 06:38:20",0,31,43,0,908,11.57
"2015-08-02 06:38:50",0,31,43,0,908,19.82
"2015-08-02 06:39:20",0,31,42,0,905,8.46
"2015-08-02 06:39:50",0,31,43,0,903,8.82
"2015-08-02 06:40:20",0,30,44,0,905,19.68
"2015-08-02 06:40:50",0,31,43,0,908,10.19
"2015-08-02 06:41:20",0,31,43,0,908,12.27
"2015-08-02 06:41:50",0,31,43,0,908,9.7
"2015-08-02 06:42:20",0,31,42,0,910,15.02
"2015-08-02 06:42:51",0,31,43,0,910,28.01
"2015-08-02 06:43:21",0,31,43,0,910,15.62
"2015-08-02 06:43:51",0,31,43,0,913,17.81
"2015-08-02 06:44:21",0,31,43,0,915,20.53
"2015-08-02 06:44:51",0,31,43,0,910,18.98
"2015-08-02 06:45:21",0,31,43,0,910,18.02
"2015-08-02 06:45:52",0,30,44,0,913,15.94
"2015-08-02 06:46:22",0,30,44,0,913,17.18
"2015-08-02 06:46:52",0,30,44,0,915,12.8
"2015-08-02 06:47:22",0,30,44,0,913,4.09
"2015-08-02 06:47:52",0,30,44,0,915,10.58
"2015-08-02 06:48:22",0,30,44,0,917,12.73
"2015-08-02 06:48:52",0,30,44,0,917,13.72
"2015-08-02 06:49:22",0,30,44,0,917,22.64
"2015-08-02 06:49:52",0,30,44,0,917,14.11
"2015-08-02 06:50:23",0,30,44,0,920,9.34
"2015-08-02 06:50:53",0,30,44,0,920,11.11
"2015-08-02 06:51:23",0,30,44,0,917,10.58
"2015-08-02 06:51:53",0,30,44,0,920,15.34
"2015-08-02 06:52:23",0,30,44,0,922,22.86
"2015-08-02 06:52:53",0,30,44,0,922,16.86
"2015-08-02 06:53:23",0,31,43,0,925,10.19
"2015-08-02 06:53:53",0,31,43,0,922,15.48
"2015-08-02 06:54:23",0,31,43,0,922,17.6
"2015-08-02 06:54:54",0,31,43,0,925,14.81
"2015-08-02 06:55:24",0,31,43,0,925,19.79
"2015-08-02 06:55:54",0,31,43,0,922,20.63
"2015-08-02 06:56:24",0,30,44,0,922,14.71
"2015-08-02 06:56:54",0,31,43,0,922,17.42
"2015-08-02 06:57:24",0,31,43,0,922,25.75
"2015-08-02 06:57:54",0,31,43,0,925,26
"2015-08-02 06:58:24",0,31,43,0,925,13.26
"2015-08-02 06:58:55",0,30,44,0,922,16.19
"2015-08-02 06:59:25",0,30,44,0,922,18.83
"2015-08-02 06:59:55",0,30,44,0,925,7.44
"2015-08-02 07:00:25",0,31,43,0,927,11.04
"2015-08-02 07:00:55",0,31,43,0,927,18.34
"2015-08-02 07:01:25",0,31,43,0,929,10.26
"2015-08-02 07:01:55",0,31,43,0,929,8.18
"2015-08-02 07:02:25",0,31,43,0,929,8.67
"2015-08-02 07:02:55",0,31,43,0,929,13.4
"2015-08-02 07:03:26",0,31,43,0,929,16.93
"2015-08-02 07:03:56",0,30,44,0,932,14.88
"2015-08-02 07:04:26",0,31,43,0,934,7.79
"2015-08-02 07:04:56",0,31,43,0,932,16.47
"2015-08-02 07:05:26",0,31,43,0,934,23.7
"2015-08-02 07:05:56",0,31,43,0,934,15.69
"2015-08-02 07:06:26",0,31,43,0,934,13.19
"2015-08-02 07:06:56",0,31,43,0,932,12.55
"2015-08-02 07:07:26",0,31,43,0,934,15.27
"2015-08-02 07:07:57",0,31,43,0,932,19.15
"2015-08-02 07:08:27",0,31,43,0,932,14.18
"2015-08-02 07:08:57",0,31,43,0,934,14.78
"2015-08-02 07:09:27",0,30,44,0,932,5.08
"2015-08-02 07:09:57",0,31,43,0,934,11.18
"2015-08-02 07:10:27",0,31,43,0,934,9.45
"2015-08-02 07:10:57",0,31,43,0,937,11.21
"2015-08-02 07:11:27",0,31,43,0,937,4.83
"2015-08-02 07:11:57",0,31,43,0,939,13.08
"2015-08-02 07:12:28",0,31,43,0,939,13.3
"2015-08-02 07:12:58",0,31,43,0,937,21.97
"2015-08-02 07:13:28",0,31,43,0,939,11.14
"2015-08-02 07:13:58",0,31,43,0,941,16.05
"2015-08-02 07:14:28",0,31,43,0,941,16.96
"2015-08-02 07:14:58",0,31,43,0,944,11.25
"2015-08-02 07:15:28",0,31,43,0,944,10.51
"2015-08-02 07:15:58",0,31,43,0,944,18.8
"2015-08-02 07:16:28",0,31,43,0,946,14.04
"2015-08-02 07:16:59",0,31,43,0,946,9.77
"2015-08-02 07:17:29",0,31,43,0,949,15.91
"2015-08-02 07:17:59",0,31,43,0,949,13.37
"2015-08-02 07:18:29",0,31,43,0,951,13.3
"2015-08-02 07:18:59",0,31,43,0,951,21.34
"2015-08-02 07:19:29",0,31,43,0,949,16.08
"2015-08-02 07:19:59",0,31,43,0,951,43.18
"2015-08-02 07:20:29",0,31,43,0,951,32.52
"2015-08-02 07:20:59",0,31,43,0,951,23.1
"2015-08-02 07:21:30",0,31,43,0,951,29.67
"2015-08-02 07:22:00",0,31,43,0,949,16.47
"2015-08-02 07:22:30",0,31,43,0,946,20.21
"2015-08-02 07:23:00",0,31,43,0,949,22.82
"2015-08-02 07:23:30",0,31,43,0,949,20.49
"2015-08-02 07:24:00",0,31,43,0,944,15.87
"2015-08-02 07:24:30",0,31,43,0,946,11.67
"2015-08-02 07:25:00",0,31,43,0,946,13.08
"2015-08-02 07:25:30",0,31,43,0,941,18.76
"2015-08-02 07:26:01",0,31,43,0,944,16.22
"2015-08-02 07:26:31",0,31,43,0,944,9.27
"2015-08-02 07:27:01",0,31,43,0,941,9.2
"2015-08-02 07:27:31",0,31,43,0,941,5.5
"2015-08-02 07:28:01",0,31,43,0,939,18.2
"2015-08-02 07:28:31",0,31,43,0,941,8.29
"2015-08-02 07:29:01",0,31,43,0,939,18.31
"2015-08-02 07:29:31",0,31,43,0,939,16.96
"2015-08-02 07:30:01",0,31,43,0,931,15.17
"2015-08-02 07:30:32",0,31,43,0,941,12.17
"2015-08-02 07:31:02",0,31,43,0,941,14.35
"2015-08-02 07:31:32",0,31,43,0,941,14.32
"2015-08-02 07:32:02",0,31,43,0,939,17.42
"2015-08-02 07:32:32",0,31,43,0,944,12.52
"2015-08-02 07:33:02",0,31,43,0,941,23.46
"2015-08-02 07:33:32",0,31,43,0,941,16.22
"2015-08-02 07:34:02",0,31,43,0,941,14.99
"2015-08-02 07:34:33",0,31,43,0,941,8.22
"2015-08-02 07:35:03",0,31,43,0,931,9.27
"2015-08-02 07:35:33",0,31,43,0,941,11.04
"2015-08-02 07:36:03",0,31,43,0,944,3.98
"2015-08-02 07:36:33",0,31,43,0,941,8.43
"2015-08-02 07:37:03",0,31,43,0,941,19.12
"2015-08-02 07:37:33",0,31,43,0,944,24.27
"2015-08-02 07:38:03",0,31,43,0,941,15.84
"2015-08-02 07:38:33",0,31,43,0,944,9.63
"2015-08-02 07:39:04",0,31,43,0,946,10.23
"2015-08-02 07:39:34",0,31,43,0,944,15.02
"2015-08-02 07:40:04",0,31,43,0,941,16.68
"2015-08-02 07:40:34",0,31,43,0,941,13.58
"2015-08-02 07:41:04",0,31,43,0,941,21.8
"2015-08-02 07:41:34",0,31,43,0,944,19.47
"2015-08-02 07:42:04",0,31,43,0,946,6.84
"2015-08-02 07:42:34",0,31,43,0,946,6.52
"2015-08-02 07:43:04",0,31,43,0,946,19.82
"2015-08-02 07:43:35",0,31,43,0,946,15.73
"2015-08-02 07:44:05",0,31,43,0,946,14.14
"2015-08-02 07:44:35",0,31,43,0,946,13.86
"2015-08-02 07:45:05",0,31,43,0,946,19.65
"2015-08-02 07:45:35",0,31,43,0,946,18.87
"2015-08-02 07:46:05",0,31,43,0,944,19.54
"2015-08-02 07:46:35",0,31,43,0,946,10.68
"2015-08-02 07:47:05",0,31,43,0,951,17.67
"2015-08-02 07:47:35",0,31,43,0,954,19.58
"2015-08-02 07:48:06",0,31,43,0,951,44.27
"2015-08-02 07:48:36",0,31,43,0,951,45.75
"2015-08-02 07:49:06",0,31,43,0,949,34.64
"2015-08-02 07:49:36",0,31,43,0,949,10.3
"2015-08-02 07:50:06",0,31,43,0,951,19.43
"2015-08-02 07:50:36",0,31,43,0,959,29.42
"2015-08-02 07:51:06",0,31,43,0,951,36.12
"2015-08-02 07:51:36",0,31,43,0,956,24.27
"2015-08-02 07:52:06",0,31,43,0,951,12.34
"2015-08-02 07:52:37",0,31,43,0,959,23.17
"2015-08-02 07:53:07",0,31,43,0,951,49.56
"2015-08-02 07:53:37",0,31,43,0,951,7.86
"2015-08-02 07:54:07",0,31,43,0,951,15.13
"2015-08-02 07:54:37",0,31,43,0,951,17.92
"2015-08-02 07:55:07",0,31,43,0,954,12.06
"2015-08-02 07:55:37",0,31,43,0,951,25.08
"2015-08-02 07:56:07",0,32,43,0,954,30.16
"2015-08-02 07:56:37",0,31,43,0,949,16.68
"2015-08-02 07:57:08",0,31,43,0,954,9.56
"2015-08-02 07:57:38",0,31,43,0,951,8.96
"2015-08-02 07:58:08",0,31,43,0,951,8.53
"2015-08-02 07:58:38",0,31,43,0,951,12.06
"2015-08-02 07:59:08",0,31,43,0,954,14.71
"2015-08-02 07:59:38",0,31,43,0,951,30.65
"2015-08-02 08:00:08",0,31,43,0,954,32.21
"2015-08-02 08:00:38",0,31,43,0,951,17.99
"2015-08-02 08:01:08",0,31,43,0,951,10.05
"2015-08-02 08:01:39",0,31,43,0,951,16.01
"2015-08-02 08:02:09",0,31,43,0,951,17.14
"2015-08-02 08:02:39",0,31,43,0,951,22.64
"2015-08-02 08:03:09",0,31,43,0,954,24.73
"2015-08-02 08:03:39",0,31,43,0,954,11.11
"2015-08-02 08:04:09",0,31,43,0,954,15.52
"2015-08-02 08:04:39",0,31,43,0,954,8.92
"2015-08-02 08:05:09",0,31,43,0,954,11.88
"2015-08-02 08:05:39",0,31,43,0,958,6.73
"2015-08-02 08:06:10",0,31,43,0,958,9.87
"2015-08-02 08:06:40",0,31,43,0,958,8.78
"2015-08-02 08:07:10",0,31,43,0,968,19.22
"2015-08-02 08:07:40",0,31,43,0,958,23.42
"2015-08-02 08:08:10",0,31,43,0,958,9.34
"2015-08-02 08:08:40",0,31,43,0,961,12.17
"2015-08-02 08:09:10",0,31,43,0,961,17.74
"2015-08-02 08:09:40",0,31,43,0,958,12.41
"2015-08-02 08:10:10",0,31,43,0,961,17.56
"2015-08-02 08:10:41",0,31,43,0,958,17.64
"2015-08-02 08:11:11",0,31,43,0,961,7.69
"2015-08-02 08:11:41",0,32,43,0,968,18.52
"2015-08-02 08:12:11",0,31,43,0,963,19.01
"2015-08-02 08:12:41",0,31,43,0,961,17.74
"2015-08-02 08:13:11",0,32,43,0,963,13.65
"2015-08-02 08:13:41",0,32,43,0,963,14.32
"2015-08-02 08:14:11",0,32,43,0,961,20.21
"2015-08-02 08:14:41",0,32,43,0,961,14.74
"2015-08-02 08:15:12",0,32,43,0,961,23
"2015-08-02 08:15:42",0,32,43,0,963,18.09
"2015-08-02 08:16:12",0,32,43,0,963,21.87
"2015-08-02 08:16:42",0,32,43,0,966,22.64
"2015-08-02 08:17:12",0,32,43,0,966,19.82
"2015-08-02 08:17:42",0,32,42,0,961,12.45
"2015-08-02 08:18:12",0,32,43,0,968,23.53
"2015-08-02 08:18:42",0,32,43,0,968,15.55
"2015-08-02 08:19:12",0,32,42,0,968,23.46
"2015-08-02 08:19:43",0,32,43,0,966,10.72
"2015-08-02 08:20:13",0,32,43,0,968,49.99
"2015-08-02 08:20:43",0,32,42,0,966,51.26
"2015-08-02 08:21:13",0,32,42,0,961,37.6
"2015-08-02 08:21:43",0,32,42,0,963,32.14
"2015-08-02 08:22:13",0,32,42,0,963,20.32
"2015-08-02 08:22:43",0,32,42,0,961,100.23
"2015-08-02 08:23:13",0,32,42,0,963,34.89
"2015-08-02 08:23:43",0,32,42,0,963,23.7
"2015-08-02 08:24:14",0,32,42,1,963,24.62
"2015-08-02 08:24:44",0,32,42,1,963,30.65
"2015-08-02 08:25:14",0,32,42,1,963,17.49
"2015-08-02 08:25:44",0,32,42,1,961,20.1
"2015-08-02 08:26:14",0,32,42,1,961,17.67
"2015-08-02 08:26:44",0,32,42,1,961,16.86
"2015-08-02 08:27:14",0,32,42,1,961,15.24
"2015-08-02 08:27:44",0,32,42,1,956,17.25
"2015-08-02 08:28:14",0,32,42,1,956,6.06
"2015-08-02 08:28:45",0,32,42,1,956,14.53
"2015-08-02 08:29:15",0,32,42,1,958,16.47
"2015-08-02 08:29:45",0,32,42,1,958,17.56
"2015-08-02 08:30:15",0,32,42,1,958,11.39
"2015-08-02 08:30:45",0,31,42,1,956,12.77
"2015-08-02 08:31:15",0,31,42,1,958,17.99
"2015-08-02 08:31:45",0,31,42,1,956,16.75
"2015-08-02 08:32:15",0,31,42,1,956,17.99
"2015-08-02 08:32:45",0,31,42,1,958,17.85
"2015-08-02 08:33:16",0,31,42,1,956,10.68
"2015-08-02 08:33:46",0,31,42,1,958,10.93
"2015-08-02 08:34:16",0,31,42,0,956,12.38
"2015-08-02 08:34:46",0,31,42,0,958,10.01
"2015-08-02 08:35:16",0,31,43,1,956,12.2
"2015-08-02 08:35:46",0,31,43,1,956,20.95
"2015-08-02 08:36:16",0,31,42,1,958,30.12
"2015-08-02 08:36:46",0,31,42,1,956,31.82
"2015-08-02 08:37:16",0,31,42,1,956,24.51
"2015-08-02 08:37:47",0,31,42,1,956,27.58
"2015-08-02 08:38:17",0,31,42,1,954,22.93
"2015-08-02 08:38:47",0,31,42,1,956,14.74
"2015-08-02 08:39:17",0,31,42,1,951,16.58
"2015-08-02 08:39:47",0,31,42,1,951,19.58
"2015-08-02 08:40:17",0,31,42,2,954,16.72
"2015-08-02 08:40:47",0,31,42,2,951,39.37
"2015-08-02 08:41:17",0,31,42,2,951,27.65
"2015-08-02 08:41:47",0,31,42,2,951,31.08
"2015-08-02 08:42:18",0,31,42,2,951,20.88
"2015-08-02 08:42:48",0,31,42,1,951,12.45
"2015-08-02 08:43:18",0,31,42,0,949,18.69
"2015-08-02 08:43:48",0,31,42,0,949,10.97
"2015-08-02 08:44:18",0,31,42,0,941,11.99
"2015-08-02 08:44:48",0,31,42,0,949,15.84
"2015-08-02 08:45:18",0,31,42,0,951,18.02
"2015-08-02 08:45:48",0,31,42,0,949,16.79
"2015-08-02 08:46:18",0,31,42,0,949,25.01
"2015-08-02 08:46:49",0,31,42,0,951,25.11
"2015-08-02 08:47:19",0,31,42,0,949,23.03
"2015-08-02 08:47:49",0,31,42,0,941,21.52
"2015-08-02 08:48:19",0,31,42,0,949,24.73
"2015-08-02 08:48:49",0,31,42,0,951,24.55
"2015-08-02 08:49:19",0,31,42,0,949,21.3
"2015-08-02 08:49:49",0,31,42,0,949,27.3
"2015-08-02 08:50:19",0,31,42,0,951,26.14
"2015-08-02 08:50:49",0,31,42,0,949,26.67
"2015-08-02 08:51:20",0,31,42,0,949,7.79
"2015-08-02 08:51:50",0,31,42,0,946,23.32
"2015-08-02 08:52:20",0,31,42,0,946,26.14
"2015-08-02 08:52:50",0,31,42,0,946,16.36
"2015-08-02 08:53:20",0,31,42,0,949,33.51
"2015-08-02 08:53:50",0,31,42,0,946,30.12
"2015-08-02 08:54:20",0,31,42,0,944,16.89
"2015-08-02 08:54:50",0,31,42,0,946,19.43
"2015-08-02 08:55:20",0,31,42,0,946,9.41
"2015-08-02 08:55:51",0,31,42,0,949,15.8
"2015-08-02 08:56:21",0,31,42,0,949,24.73
"2015-08-02 08:56:51",0,31,42,0,946,24.51
"2015-08-02 08:57:21",0,31,42,0,944,2.22
"2015-08-02 08:57:51",0,31,42,0,946,14.95
"2015-08-02 08:58:21",0,31,42,0,946,19.15
"2015-08-02 08:58:51",0,31,42,1,944,31.22
"2015-08-02 08:59:21",0,31,43,1,944,38.56
"2015-08-02 08:59:51",0,31,43,1,944,38.91
"2015-08-02 09:00:22",0,31,43,1,944,25.61
"2015-08-02 09:00:52",0,31,43,1,944,29.03
"2015-08-02 09:01:22",0,31,43,1,941,24.34
"2015-08-02 09:01:52",0,31,43,1,944,19.22
"2015-08-02 09:02:22",0,31,42,2,941,15.77
"2015-08-02 09:02:52",0,31,42,3,944,25.71
"2015-08-02 09:03:22",0,31,43,3,941,15.48
"2015-08-02 09:03:52",0,31,43,2,941,21.45
"2015-08-02 09:04:22",0,31,43,1,941,24.37
"2015-08-02 09:04:53",0,31,43,0,941,24.23
"2015-08-02 09:05:23",0,31,43,0,946,23.95
"2015-08-02 09:05:53",0,31,43,1,944,20.63
"2015-08-02 09:06:23",0,31,43,1,946,25.75
"2015-08-02 09:06:53",0,31,43,2,946,22.05
"2015-08-02 09:07:23",0,31,43,2,949,18.94
"2015-08-02 09:07:53",0,31,43,2,946,20.53
"2015-08-02 09:08:23",0,31,43,2,949,24.9
"2015-08-02 09:08:53",0,31,43,2,951,21.73
"2015-08-02 09:09:24",0,31,43,2,949,17.11
"2015-08-02 09:09:54",0,31,43,2,949,12.45
"2015-08-02 09:10:24",0,31,43,2,949,27.62
"2015-08-02 09:10:54",0,31,43,2,946,29.74
"2015-08-02 09:11:24",0,31,43,2,946,14.5
"2015-08-02 09:11:54",0,31,43,2,946,15.98
"2015-08-02 09:12:24",0,31,43,2,946,19.05
"2015-08-02 09:12:54",0,31,43,3,949,22.79
"2015-08-02 09:13:24",0,31,43,4,949,18.62
"2015-08-02 09:13:55",0,31,43,5,941,23.17
"2015-08-02 09:14:25",0,31,43,6,946,20.74
"2015-08-02 09:14:55",0,31,43,6,949,19.65
"2015-08-02 09:15:25",0,31,43,6,946,24.69
"2015-08-02 09:15:55",0,31,43,5,946,23.53
"2015-08-02 09:16:25",0,31,43,4,949,27.97
"2015-08-02 09:16:55",0,31,43,4,949,21.27
"2015-08-02 09:17:25",0,31,43,4,946,17.6
"2015-08-02 09:17:56",0,31,43,3,949,27.37
"2015-08-02 09:18:26",0,31,43,3,949,30.44
"2015-08-02 09:18:56",0,31,43,3,946,22.43
"2015-08-02 09:19:26",0,31,43,3,951,18.55
"2015-08-02 09:19:56",0,31,43,2,949,15.59
"2015-08-02 09:20:26",0,31,43,2,946,10.01
"2015-08-02 09:20:56",0,31,43,1,949,12.87
"2015-08-02 09:21:26",0,31,43,1,941,14.5
"2015-08-02 09:21:56",0,31,43,1,951,15.06
"2015-08-02 09:22:27",0,31,43,1,954,20.56
"2015-08-02 09:22:57",0,31,43,1,951,30.94
